Groups:
card[7:0] =, card[7], card[6], card[5], card[4], card[3], card[2], card[1], card[0], ,
LCD_inst/DOUT[7:0] =, LCD_inst/DOUT[7], LCD_inst/DOUT[6], LCD_inst/DOUT[5], LCD_inst/DOUT[4], LCD_inst/DOUT[3], LCD_inst/DOUT[2], LCD_inst/DOUT[1], LCD_inst/DOUT[0], ,
ran[10:0] =, ran[10], ran[9], ran[8], ran[7], ran[6], ran[5], ran[4], ran[3], ran[2], ran[1], ran[0], ,
reg_a[8:0] =, reg_a[8], reg_a[7], reg_a[6], reg_a[5], reg_a[4], reg_a[3], reg_a[2], reg_a[1], reg_a[0], ,

Data:
time unit: us, card[7:0], card[7], card[6], card[5], card[4], card[3], card[2], card[1], card[0], LCD_inst/DOUT[7:0], LCD_inst/DOUT[7], LCD_inst/DOUT[6], LCD_inst/DOUT[5], LCD_inst/DOUT[4], LCD_inst/DOUT[3], LCD_inst/DOUT[2], LCD_inst/DOUT[1], LCD_inst/DOUT[0], ran[10:0], ran[10], ran[9], ran[8], ran[7], ran[6], ran[5], ran[4], ran[3], ran[2], ran[1], ran[0], reg_a[8:0], reg_a[8], reg_a[7], reg_a[6], reg_a[5], reg_a[4], reg_a[3], reg_a[2], reg_a[1], reg_a[0],
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X,
89, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
90, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
91, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
92, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
93, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
94, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
95, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
96, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
97, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
98, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
99, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
100, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
101, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
102, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
103, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
104, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
105, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
106, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
107, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
108, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
109, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
110, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
111, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
112, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
113, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
114, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
115, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
116, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
117, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
118, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
119, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
120, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
121, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
122, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
123, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
124, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
125, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
126, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
127, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
128, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
129, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
130, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
131, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
132, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
133, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
134, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
135, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
136, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
137, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
138, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
139, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
140, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
141, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
142, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
143, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
144, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
145, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
146, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
147, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
148, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
149, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
150, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
151, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
152, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
153, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
154, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
155, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
156, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
157, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
158, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
159, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
160, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
161, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
162, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
163, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
164, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
165, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
166, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
167, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
168, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
169, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
170, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
171, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
172, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
173, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
174, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
175, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
176, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
177, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
178, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
179, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
180, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
181, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
182, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
183, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
184, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
185, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
186, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
187, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
188, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
189, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
190, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
191, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
192, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
193, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
194, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
